Sector,Query,link,Title,Description,Position,Type,PDF Available (Y/N),Country of Origin,Language,Description / Purpose,Form Title,No. of Pages,PDF size,Status,Verified By,Date,Feedback
medical,処方箋 filetype:pdf,http://www.kosei.jp/yakuzai/naifuku.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,http://square.umin.ac.jp/ehime-cp/kenkyukai/11/11_T-2.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://shizuokashiyaku.or.jp/wp-content/uploads/%E9%99%A2%E5%A4%96%E5%87%A6%E6%96%B9%E7%AE%8B%E7%99%BA%E8%A1%8C%E3%83%9E%E3%83%8B%E3%83%A5%E3%82%A2%E3%83%AB%E3%80%802023%E5%B9%B412%E6%9C%8820%E6%97%A5%E8%A8%AD%E5%AE%9A.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://square.umin.ac.jp/helics/html/files/event_20230629/%E5%8C%BB%E7%99%82%E6%A9%9F%E9%96%A2%E3%81%AE%E3%81%9F%E3%82%81%E3%81%AE%E9%9B%BB%E5%AD%90%E5%87%A6%E6%96%B9%E7%AE%8B%E3%81%AE%E5%9F%BA%E7%A4%8E%E7%9F%A5%E8%AD%98_RevC.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.narayaku.or.jp/images/material/1/attachedfile/554.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.okiyaku.or.jp/item/5289/large/%E9%9B%BB%E5%AD%90%E5%87%A6%E6%96%B9%E7%AE%8B%E6%82%A3%E8%80%85%E5%90%91%E3%81%91%E6%99%AE%E5%8F%8A%E5%95%93%E7%99%BA%E8%B3%87%E6%9D%90%E3%81%AE%E4%BD%9C%E6%88%90%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://std.jpfhir.jp/wp-content/uploads/std/ePrescription.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,http://www.med.kagawa-u.ac.jp/~yakuzaib/medical/document/ingaisohou.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://ssl.opt-net.jp/denshi-shohosen/docs/hojokin.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://higashiowari.hosp.go.jp/download/iyakuhin-news01.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://ryokufukai.org/business/pharmacy/upimg/line_230919_03.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://yamaguchih.johas.go.jp/wp-content/uploads/2019/01/20181226yakuzai2.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.hosp.kaizuka.osaka.jp/data/media/kaizuka-city-hospital/page/hospital/data/data_2025/keiji12.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.pref.tochigi.lg.jp/e67/documents/1-2-b2.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://ftp.orca.med.or.jp/pub/data/qualified/pre-release/201804-kaitei-shohosen-20180319.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,http://www.mediclerk.co.jp/fax/20220330rifirusyohousennituite.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.hirom-p.com/pdf/pdf08.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://secure.nippon-pa.org/pdf/enq_2022_12.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.ameria.org/news/f504f5ede0068a735d9f0f15ff5bf706a3c3688a.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,http://www.keijinkai-f.or.jp/wp-content/uploads/2023/04/%E5%87%A6%E6%96%B9%E7%AE%8B%E6%9C%89%E5%8A%B9%E6%9C%9F%E9%99%90-1.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.hamayu-hp.or.jp/wp-content/uploads/10ingaisyhou.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://mhlw-grants.niph.go.jp/system/files/report_pdf/%E5%88%A5%E6%B7%BB%E8%B3%87%E6%96%9913_0.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://okusuritecho.epark.jp/renew/images/medical/%E4%BA%88%E7%B4%84%E6%A9%9F%E8%83%BD%E3%83%81%E3%83%A9%E3%82%B7.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://gohshi.or.jp/data/202310/bin653b6ef162264.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://ahis.aits.jp/wp-content/uploads/2019/04/ahis_printsample_20180523.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.mhlw.go.jp/content/11121000/001428602.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://kabu-k-yaku.co.jp/common/files/syohosen.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.mhlw.go.jp/content/11120000/001141056.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.kakohp.jp/wp-content/uploads/20240319_manual_02.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.inforlive.com/pharmacy/communi/pdf/1_107.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.soumu.go.jp/main_content/000180904.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.hospital.med.saga-u.ac.jp/inc/content/uploads/ingaishohosen_20200109.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://kumamoto.jcho.go.jp/pharm2/wp-content/uploads/sites/4/2024/07/DInews2024.02.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.kyotofuyaku.or.jp/wp-content/uploads/2021/03/faxsasikae.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.bohseipharmacy.co.jp/tenpo/docs/13-%E6%9C%9B%E6%98%9F%E7%A7%A6%E9%87%8E%E8%96%AC%E5%B1%80%E3%81%AE%E8%A8%AD%E5%82%99%EF%BD%A5%E6%A9%9F%E8%83%BD%E5%8F%8A%E3%81%B3%E5%87%A6%E6%96%B9%E7%AE%8B%E5%BF%9C%E9%9C%80%E3%81%AB%E3%81%82%E3%81%9F%E3%81%A3%E3%81%A6%E6%8F%90%E4%BE%9B%E3%81%99%E3%82%8B%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9%E3%81%AE%E5%86%85%E5%AE%B9.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://saekiyaku.org/data/workshop/20230330arakawa.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://mint9937.jp/file/clinics02.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.medis.or.jp/8_hpki/pdf/20220226ito_s.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://s1e8c82c89ba0f375.jimcontent.com/download/version/1507560201/module/12297209990/name/%E7%A9%BA%E9%A3%9B%E3%81%B6%E5%87%A6%E6%96%B9%E7%AE%8B.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.kousei-pharmacy.com/html/images/type2blue/line_annai.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.jahis.jp/files/user/04_JAHIS%20standard/20-104_JAHIS%E9%9B%BB%E5%AD%90%E5%87%A6%E6%96%B9%E7%AE%8B%E5%AE%9F%E8%A3%85%E3%82%AC%E3%82%A4%E3%83%89Ver.1.2.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.jiima.or.jp/wp-content/uploads/pdf/chozaizumishohosendenshika_guidelines01.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://saekiyaku.org/data/workshop/20230330shimotashiro.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.tomiyaku.or.jp/file_upload/101377/_main/101377_01.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://s12225155a925868b.jimcontent.com/download/version/1718335628/module/13886364090/name/%E3%81%82%E3%81%AA%E3%81%9F%E3%81%AE%E3%81%8F%E3%81%99%E3%82%8A%E3%81%A8%E5%81%A5%E5%BA%B7%E7%AC%AC102%E5%8F%B7.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.city.ibaraki.osaka.jp/material/files/group/83/kawasaki.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.jami.jp/wp-content/uploads/2021/11/ePreFHIR_v3_arufa.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.hospital.yao.osaka.jp/yaowp/wp-content/uploads/2024/05/pharmacy_202405.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.info.pmda.go.jp/psearch/html/menu-tenpu-prescription.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.hospital-city.izumi.kagoshima.jp/file/gaiyou/R7/15ippanmei.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.jahis.jp/files/user/03_bukai%20joho/%E5%9C%9F%E5%B1%8B%E5%85%88%E7%94%9F%E8%B3%87%E6%96%99_%E8%96%AC%E5%89%A4%E9%83%A8%E9%96%80%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%9C%80%E8%BF%91%E3%81%AE%E8%A9%B1%E9%A1%8C_%E9%9B%BB%E5%AD%90%E5%87%A6%E6%96%B9%E7%AE%8B%E3%83%BB%E9%9B%BB%E5%AD%90%E7%89%88%E3%81%8A%E8%96%AC%E6%89%8B%E5%B8%B3%E7%AD%89%E3%81%8C%E6%99%AE%E5%8F%8A%E3%81%99%E3%82%8B%E3%81%BE%E3%81%A7%E3%81%AB%E6%A4%9C%E8%A8%8E%E3%81%99%E3%81%B9%E3%81%8D%E3%81%93%E3%81%A8%E3%81%AF%EF%BC%9F.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.radionikkei.jp/yakugaku/docs/yakugaku-230525.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.ohken.co.jp/product/kokyaku/templatenx/pdf/136_syohosen.pdf,,,,,,,,,,,,Reject,Honey,,
medical,処方箋 filetype:pdf,https://www.kpa.or.jp/docs/download/bbc70cd6c9dd4b0516acb3cc0aaa230b-1.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://ibusuki-kouzenkai.jp/wp-content/uploads/2025/04/kyotaku_kojinjoho.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.mizu-machi.com/wp-content/uploads/2025/05/241108opedata.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.kibitan-k.net/data/manual/riyoumanual.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.shizuoka-pho.jp/kodomo/sp/res/20230718-115014-1415.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://maruko-hp.jp/wp-content/uploads/2024/11/16ce90c17d29b4584577b8a5505f9270.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.jsog.or.jp/activity/rinri/20250421_shiryo.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,http://www.kma.jp/hnh/dl/ems.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.hsh.or.jp/wp-content/uploads/2021/02/%E5%8C%BB%E5%80%AB%E3%83%AD%E3%83%BC2-_%E8%A8%BA%E6%96%AD%E3%82%BD%E3%83%95%E3%83%88%E3%82%A6%E3%82%A7%E3%82%A2%E9%96%8B%E7%99%BA%E3%83%BB%E8%87%A8%E5%BA%8A%E5%BF%9C%E7%94%A8%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E5%BE%8C%E5%90%91%E3%81%8D%E7%A0%94%E7%A9%B6.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.hosp.tsukuba.ac.jp/stroke-heart/wp-content/uploads/sites/18/2025/05/699b86691b42a16ea1a55258e3664305.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.pref.yamagata.jp/documents/4407/19benibana.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.h-osaki.jp/participant/torokui/image/20140804_01.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,http://ro-sen.jp/sympo/36.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.haga.jrc.or.jp/cms/wp-content/uploads/2019/10/%E8%8A%B3%E8%B3%80%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E3%80%80%E8%A8%BA%E7%99%82%E6%83%85%E5%A0%B1%E9%96%8B%E7%A4%BA%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E8%AA%AC%E6%98%8E%E6%9B%B8.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.tokyo-ikiiki.net/_res/projects/default_project/_page_/001/001/977/kenshin031019.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.soumu.go.jp/main_content/000567139.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.ehime-juzen.jp/about/pdf/r3_privacy.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://secure.nippon-pa.org/pdf/npha_renkei202311.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://vince-soliven-gxrp.squarespace.com/s/Russian-Yoni-Steam-release-form.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,http://icrek.w3.kanazawa-u.ac.jp/wp/wp-content/uploads/2020/06/20200617_document.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.saitama-u.ac.jp/iron/doc/hito/manual_230621.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://waidai-csc.jp/updata/2020/09/2020%E5%B9%B4%E5%BA%A6%E5%80%AB%E7%90%86%E8%AC%9B%E7%BF%92%E4%BC%9A%E8%B3%87%E6%96%99_3.%E3%82%A4%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%83%A0%E3%83%89%E3%83%BB%E3%82%B3%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%88%EF%BC%8B%E8%A8%98%E9%8C%B2%E3%81%AE%E4%BF%9D%E5%AD%98.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.aiben.jp/img/shinryoukirokukaiji.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.jiima.or.jp/wp-content/uploads/policy/Security_Guidance_for_Shinryoroku_v1.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://osaka.hosp.go.jp/wp-content/themes/osaka-iryou/img/rinri/clinicalresearch/clinical/committee/2-1/H24_11.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.kanagawas.johas.go.jp/files/libs/2275/202206301201393463.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://assets.ctfassets.net/y01a3fj8eg0a/2unZSLQAHEwcgaJBmc8uUe/8ccf486818536f8a05d1fc4d5eae6f0c/2_kohbata.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://goryokai.com/files/libs/3109/202501041407132358.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.nms.ac.jp/var/rev0/0058/1869/12311917057.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.nttdata-strategy.com/services/lifevalue/docs/r05_112_01jigyohokokusho.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://med.takikawa.hokkaido.jp/content/files/shinryouka/soranet_doisyo%20setsumei.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.mhlw.go.jp/content/10808000/001045573.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.tateishinaika.com/library/582a6f97c31dfde51240d97b/5d2d442c0ebdf3d53a052421.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://healthnet.jp/wp-content/uploads/2025/02/20cdd42772533913be174a0dc81550ea.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.sn-hoki.co.jp/shop/f/img/items/pdf/sample/0602.pdf?srsltid=AfmBOoqAyekN7OHIAQATjv0bn6dJXi4mkXqKzvXjGIHdYQe533Ju-KY0,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.teikyo-u.ac.jp/application/files/6517/5393/8281/1-0_setsumeikai20250701.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.ppc.go.jp/files/pdf/personal_pamph27_caa.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://zama.jinai.jp/about/img/pdf/shomenkeiji_13.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.trshp.jp/wp/wp-content/uploads/2023/09/%E8%A8%BA%E7%99%82%E6%83%85%E5%A0%B1%E9%96%8B%E7%A4%BA%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6%E3%81%AE%E8%AA%AC%E6%98%8E%E3%83%BB%E5%90%8C%E6%84%8F%E6%9B%B8.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.kouritu.or.jp/kumamoto/content/files/iryohituchi_hakkou.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.soumu.go.jp/main_content/000970148.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.glocom.ac.jp/wp-content/uploads/2017/05/MyDataJapan20170519_tamaki.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.eisei.or.jp/minamitama/media/Suspension.pdf,,,,,,,,,,,,Accept,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.shimane-inet.jp/dl/20200127_shiyosyo_karute.pdf?202001271810,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://f6publishing.blob.core.windows.net/175338ce-48a6-475e-8fcd-c0eb63abc170/63129-Informed%20consent%20statement.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.kyotofuyaku.or.jp/wp-content/uploads/2023/12/231201iryouDX4-ivent.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://jsn.or.jp/jsninfo/about/regulations/COI_guideline.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://ajhc.or.jp/siryo/20250318myb.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.nishijinhp.com/nishijin2018/wp-content/uploads/The_person_Disclosure_of_medical_records_Application_form_Consent-_form.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www-user.yokohama-cu.ac.jp/~ynext/wp/wp-content/uploads/2023/05/YF022_manual.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.meti.go.jp/policy/mono_info_service/healthcare/02besshi_20250328.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.jpma.or.jp/information/evaluation/results/allotment/rfcmr000000028kz-att/privacy_points_remember_202204.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.twmu.ac.jp/info-twmu/documents/20171010-honnin.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.hm-net.or.jp/assets/docs/pdf/hareyaka_05.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,http://informaljcic.kenkyuukai.jp/images/sys/information/20250707214441-5CBC6F51ED48F879F08A3D961556025774D01F0CF25ED14E6C1773DEF0D34DF0.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://yasashiite.com/file_folder/20240515_hitsuji_usermanual.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://krinri.cc.kochi-u.ac.jp/plan_ethical/manual/krinri_manual_user.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://w3hosp.med.nagoya-cu.ac.jp/seibu/media/c7715f3498bfe7765f845a7daaf7a7e6.pdf,,,,,,,,,,,,Accept,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.hospital.or.jp/site/document/file/1678587928.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.osakacity-hp.or.jp/ocgh/wp-content/uploads/2025/08/536b9564bef10e8fb4adbe3cf847d806.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,http://www.kms.ac.jp/~anzen/manual/pdf/R5/R05manual2_0_1.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.med.kindai.ac.jp/rinsyo/file/4_icf..pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,http://www.mairin.jp/pdf/123_1.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.mdv.co.jp/solution/medical/hospital/mdv_must/pdf/Service-specification-conformity-disclosure_Must_v1.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.osakacity-hp.or.jp/ocgh/wp-content/uploads/2024/08/4c392446b89a90a38eb9a7808cbb6860.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/zaitakuryouyou/ishimuketekisuto.files/R1_4.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.ncgg.go.jp/ncgg-kenkyu/documents/h27rouken-houkoku.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://mhlw-grants.niph.go.jp/system/files/2019/193011/201922014A_upload/201922014A202005201611436350007.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.ehime-kouiki.jp/kojinjouhouhogo/files/kaiji/kaijiiraisyo_rei4.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.aro.med.kyushu-u.ac.jp/wp-content/uploads/2023/07/documenttm20220802-2.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,http://www2.kobe-u.ac.jp/~emaruyam/law/LiberalArts/121114_06PersonalInfo.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.mhlw.go.jp/content/10808000/000644814.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.medi-ken.org/pdf/mediken_202305.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,http://www.mitani-fc.com/library/583e2b6ae3c791bc668dcfdc/62cb866db365b9ae5365e6a9.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.otaru-general-hospital.jp/wp-content/uploads/2019/09/552b0f8b7ab59d7a5398a46ab348b51f.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,http://tochimarunet.jp/wp-content/uploads/2024/07/manual-ver8.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.ihe-j.org/file2/n58/WS18_10_CaseOfTottoriUniv_kondoh.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.chiba-saiseikai.com/chiken/relation/pdf/Standard_Operating.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,https://www.carislifesciences.com/wp-content/uploads/2024/11/TN0974-Patient-Consent-Form_NV_JA-JP.pdf,,,,,,,,,,,,Reject,Honey,,
medical,医療情報開示同意書 filetype:pdf,http://www.humanlife-s.co.jp/procedural/pdf/doisyo_min.pdf,,,,,,,,,,,,Reject,Honey,,
medical,紹介状 filetype:pdf,http://fph.pref.fukui.lg.jp/wp-content/uploads/2016/06/20160801syosin-ryou.pdf,,,,,,,,,,,,Reject,Honey,,
medical,紹介状 filetype:pdf,https://www.odate-hp.odate.akita.jp/wp-content/uploads/2025/02/info_med.pdf,,,,,,,,,,,,Reject,Honey,,
medical,紹介状 filetype:pdf,https://www.hop.fukuoka-u.ac.jp/data/department/seikeigeka200302.pdf,,,,,,,,,,,,Reject,Honey,,
medical,紹介状 filetype:pdf,https://www.shinshinkai.jp/assets/attachment/community/support/vnews1410.pdf,,,,,,,,,,,,Reject,Honey,,
medical,紹介状 filetype:pdf,https://www.nagoya.tokushukai.or.jp/site/pdf/doctor/yoyaku.pdf,,,,,,,,,,,,Reject,Honey,,
medical,紹介状 filetype:pdf,https://www.aichi-med-u.ac.jp/medicalcenter/files/medicalcenter/DLhokuto01.pdf,,,,,,,,,,,,Accept,Honey,,
medical,紹介状 filetype:pdf,https://www.toyota-kai.or.jp/cms/upfiles/files/.pdf,,,,,,,,,,,,Reject,Honey,,
medical,紹介状 filetype:pdf,https://www.aliare.ac.jp/yoko2024/yoko18.pdf,,,,,,,,,,,,Reject,Honey,,
medical,紹介状 filetype:pdf,https://www.carlease-online.jp/otomodachi/pdf/shokaijo.pdf,,,,,,,,,,,,Reject,Honey,,
medical,紹介状 filetype:pdf,https://ftp.orca.med.or.jp/pub/data/mican/old/mican-summary-2015-05-12.pdf,,,,,,,,,,,,Reject,Honey,,
medical,紹介状 filetype:pdf,https://namicli.jp/img/syokaijo.pdf,,,,,,,,,,,,Reject,Honey,,
